"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"AJ Brown","PHI","WR","16.3","13.6","10.3","12.9","15.5","Thursday","29.8","25.9"
"Trey McBride","ARI","TE","16.2","12.8","8.9","12.3","15.6","Main","28.4","23.5"
"Michael Penix","ATL","QB","16.1","15.9","15.2","15.2","15.2","Main","25.9","25.9"
"CJ Stroud","HOU","QB","16.1","15.8","15.3","15.3","15.3","Main","25.8","25.7"
"Kenneth Walker","SEA","RB","16.1","14.5","12.5","14.0","15.5","Main","28.2","26.3"
"Matthew Stafford","LA","QB","15.9","15.7","15.1","15.1","15.1","Main","25.4","25.4"
"Jerry Jeudy","CLE","WR","15.6","12.8","9.3","12.1","14.9","Main","28.3","24.2"
"Ladd McConkey","LAC","WR","15.6","12.8","9.3","12.2","15.0","Friday","27.8","23.7"
"Tony Pollard","TEN","RB","15.6","14.0","12.0","13.5","15.0","Main","26.7","24.6"
"Russell Wilson","NYG","QB","15.5","15.2","14.8","14.8","14.8","Main","25.1","25.1"
"Courtland Sutton","DEN","WR","15.4","13.0","10.0","12.4","14.8","Main","28.7","24.9"
"Brock Bowers","LV","TE","15.2","12.1","8.5","11.6","14.8","Main","26.9","22.4"
"Spencer Rattler","NO","QB","15.0","14.7","14.3","14.3","14.3","Main","24.2","24.2"
"Jaxon Smith-Njigba","SEA","WR","15.0","12.2","8.8","11.6","14.4","Main","27.4","23.2"
"Zay Flowers","BAL","WR","14.8","12.3","9.2","11.7","14.1","Sunday","28.2","24.4"
"Sam Darnold","SEA","QB","14.8","14.6","14.2","14.2","14.2","Main","24.2","24.2"
"DJ Moore","CHI","WR","14.7","11.9","8.8","11.5","14.2","Monday","27.1","23.2"
"Davante Adams","LA","WR","14.7","12.1","9.1","11.7","14.3","Main","27.3","23.4"
"Tetairoa McMillan","CAR","WR","14.6","12.0","8.8","11.4","14.0","Main","27.0","23.1"
"Aaron Rodgers","PIT","QB","14.6","14.4","14.0","14.0","14.0","Main","23.3","23.3"
"Aaron Jones","MIN","RB","14.5","12.8","10.9","12.5","14.1","Monday","26.2","23.9"
"Cameron Ward","TEN","QB","14.4","14.1","13.8","13.8","13.8","Main","23.1","23.0"
"DK Metcalf","PIT","WR","14.1","11.8","9.0","11.2","13.5","Main","26.1","22.7"
"George Kittle","SF","TE","14.1","11.6","8.6","11.1","13.5","Main","25.9","22.1"
"Emeka Egbuka","TB","WR","14.1","11.6","8.6","11.1","13.6","Main","26.3","22.6"
"Travis Kelce","KC","TE","14.0","11.2","8.0","10.8","13.7","Friday","25.0","20.8"
"D'Andre Swift","CHI","RB","13.8","12.4","10.8","12.1","13.3","Monday","24.5","22.7"
"Chuba Hubbard","CAR","RB","13.7","12.5","10.9","12.0","13.2","Main","24.7","23.1"
"Jaylen Waddle","MIA","WR","13.7","11.2","8.3","10.7","13.1","Main","25.9","22.3"
"Marvin Harrison","ARI","WR","13.6","11.4","8.8","10.9","13.1","Main","25.9","22.7"
"Jaylen Warren","PIT","RB","13.6","12.1","10.4","11.8","13.2","Main","24.4","22.3"
"Jameson Williams","DET","WR","13.5","11.3","8.5","10.7","12.9","Main","26.2","22.8"
"James Cook","BUF","RB","13.4","12.3","11.0","12.0","13.0","Sunday","24.2","22.8"
"Jerome Ford","CLE","RB","13.4","11.9","10.3","11.7","13.1","Main","24.8","22.8"
"David Njoku","CLE","TE","13.4","10.5","7.4","10.3","13.1","Main","23.6","19.5"
"Jakobi Meyers","LV","WR","13.4","10.8","7.9","10.4","12.9","Main","25.1","21.4"
"Javonte Williams","DAL","RB","13.2","11.7","10.0","11.4","12.8","Thursday","23.5","21.5"
"Mark Andrews","BAL","TE","13.0","10.7","8.2","10.4","12.7","Sunday","24.1","20.7"
"Garrett Wilson","NYJ","WR","13.0","10.5","7.7","10.1","12.6","Main","24.3","20.6"
"Omarion Hampton","LAC","RB","12.9","11.5","10.0","11.2","12.5","Friday","24.7","22.7"
"Chris Olave","NO","WR","12.9","10.4","7.6","10.0","12.4","Main","24.1","20.5"
"Tyrone Tracy","NYG","RB","12.9","11.6","10.1","11.3","12.4","Main","23.1","21.5"
"DeVonta Smith","PHI","WR","12.7","10.5","7.9","10.1","12.4","Thursday","24.1","20.8"
"Terry McLaurin","WAS","WR","12.7","10.6","8.1","10.2","12.3","Main","24.7","21.5"
"George Pickens","DAL","WR","12.6","10.6","8.1","10.1","12.2","Thursday","24.2","21.1"
"Stefon Diggs","NE","WR","12.3","10.0","7.4","9.7","12.0","Main","23.7","20.3"
"Calvin Ridley","TEN","WR","12.3","10.2","7.7","9.8","11.9","Main","23.3","20.1"
"Deebo Samuel","WAS","WR","12.3","10.0","7.5","9.7","12.0","Main","24.2","20.9"
"Isiah Pacheco","KC","RB","12.2","10.9","9.4","10.6","11.9","Friday","24.4","22.4"
"JK Dobbins","DEN","RB","12.1","10.7","9.2","10.5","11.8","Main","22.6","20.6"
"Rome Odunze","CHI","WR","12.0","9.9","7.6","9.6","11.6","Monday","23.2","20.1"
"Marquise Brown","KC","WR","12.0","9.8","7.5","9.6","11.7","Friday","22.8","19.6"
"TreVeyon Henderson","NE","RB","12.0","10.5","9.0","10.4","11.8","Main","22.4","20.5"
"Breece Hall","NYJ","RB","12.0","10.5","8.9","10.3","11.7","Main","21.7","19.7"
"Ricky Pearsall","SF","WR","11.9","9.8","7.4","9.5","11.5","Main","23.2","20.1"
"Josh Downs","IND","WR","11.8","9.4","6.6","9.1","11.5","Main","22.6","19.0"
"Travis Etienne","JAX","RB","11.8","10.4","8.9","10.2","11.6","Main","22.3","20.4"
"Travis Hunter","JAX","WR","11.8","9.7","7.4","9.4","11.5","Main","23.1","20.0"
"Sam LaPorta","DET","TE","11.7","9.3","6.7","9.1","11.4","Main","21.7","18.1"
"Khalil Shakir","BUF","WR","11.4","9.1","6.6","8.8","11.1","Sunday","21.9","18.4"
"Michael Pittman","IND","WR","11.4","9.1","6.5","8.8","11.1","Main","22.0","18.5"
"Keenan Allen","LAC","WR","11.4","9.3","6.9","9.0","11.2","Friday","21.4","18.2"
"Rashid Shaheed","NO","WR","11.2","9.3","7.2","9.0","10.9","Main","22.2","19.3"
"Matthew Golden","GB","WR","11.1","9.2","7.1","8.9","10.8","Main","22.0","19.1"
"Jauan Jennings","SF","WR","11.1","9.0","6.7","8.7","10.8","Main","21.8","18.6"
"TJ Hockenson","MIN","TE","10.7","8.5","6.3","8.4","10.5","Monday","20.2","16.9"
"David Montgomery","DET","RB","10.6","9.6","8.5","9.4","10.4","Main","20.9","19.6"
"Romeo Doubs","GB","WR","10.5","8.7","6.7","8.5","10.3","Main","20.9","18.1"
"Tucker Kraft","GB","TE","10.5","8.5","6.4","8.3","10.3","Main","20.2","17.1"
"Rhamondre Stevenson","NE","RB","10.5","9.5","8.4","9.3","10.2","Main","20.3","19.0"
"Austin Ekeler","WAS","RB","10.5","9.0","7.5","8.9","10.3","Main","20.6","18.5"
"Nick Chubb","HOU","RB","10.4","9.6","8.7","9.4","10.1","Main","19.5","18.4"
"Ray-Ray McCloud","ATL","WR","10.1","8.1","5.9","7.9","9.9","Main","20.0","17.0"
"RJ Harvey","DEN","RB","10.0","9.0","8.0","8.9","9.8","Main","19.6","18.2"
"Marvin Mims","DEN","WR","10.0","8.1","6.1","7.9","9.8","Main","20.3","17.4"
"Tyler Warren","IND","TE","9.9","8.0","5.9","7.9","9.8","Main","18.9","15.9"
"Cedric Tillman","CLE","WR","9.8","8.0","6.1","7.8","9.6","Main","19.6","16.9"
"Wan'Dale Robinson","NYG","WR","9.7","7.6","5.3","7.4","9.5","Main","18.7","15.6"
"Dalton Kincaid","BUF","TE","9.6","7.6","5.5","7.5","9.5","Sunday","18.2","15.1"
"Cooper Kupp","SEA","WR","9.6","7.7","5.7","7.6","9.4","Main","19.0","16.1"
"Jacory Croskey-Merritt","WAS","RB","9.6","9.2","8.5","8.9","9.3","Main","19.2","18.6"
"Chad Ryland","ARI","K","9.6","9.6","9.6","9.6","9.6","Main","16.2","16.2"
"Harrison Butker","KC","K","9.6","9.6","9.6","9.6","9.6","Friday","16.1","16.1"
"Jake Elliott","PHI","K","9.6","9.6","9.6","9.6","9.6","Thursday","16.2","16.2"
"Rashod Bateman","BAL","WR","9.5","8.0","6.3","7.7","9.2","Sunday","20.1","17.6"
"Xavier Legette","CAR","WR","9.5","7.8","5.9","7.6","9.3","Main","19.2","16.5"
"Tank Bigsby","JAX","RB","9.5","9.1","8.4","8.8","9.2","Main","18.9","18.4"
"Keon Coleman","BUF","WR","9.4","7.9","6.2","7.7","9.1","Sunday","19.4","17.0"
"Dallas Goedert","PHI","TE","9.4","7.5","5.6","7.4","9.3","Thursday","18.4","15.4"
"Jake Moody","SF","K","9.3","9.3","9.3","9.3","9.3","Main","15.8","15.8"
"Matt Gay","WAS","K","9.3","9.3","9.3","9.3","9.3","Main","15.8","15.8"
"Jake Ferguson","DAL","TE","9.2","7.1","4.9","7.0","9.1","Thursday","17.3","14.1"
"Rachaad White","TB","RB","9.2","7.9","6.7","7.9","9.1","Main","18.6","16.8"
"Tyler Loop","BAL","K","9.2","9.2","9.2","9.2","9.2","Sunday","15.6","15.6"
"Evan McPherson","CIN","K","9.2","9.2","9.2","9.2","9.2","Main","15.4","15.4"
"Jake Bates","DET","K","9.2","9.2","9.2","9.2","9.2","Main","15.7","15.7"
"Will Reichard","MIN","K","9.2","9.2","9.2","9.2","9.2","Monday","15.7","15.7"
"Dylan Sampson","CLE","RB","9.1","8.1","7.0","8.0","9.0","Main","18.3","16.9"
"Evan Engram","DEN","TE","9.1","7.2","5.2","7.1","9.0","Main","17.6","14.6"
"Wil Lutz","DEN","K","9.1","9.1","9.1","9.1","9.1","Main","15.4","15.4"
"Spencer Shrader","IND","K","9.1","9.1","9.1","9.1","9.1","Main","15.7","15.7"
"Chase McLaughlin","TB","K","9.1","9.1","9.1","9.1","9.1","Main","15.4","15.4"
"Jordan Mason","MIN","RB","9.0","8.5","7.9","8.3","8.8","Monday","18.1","17.4"
"Zach Ertz","WAS","TE","9.0","7.2","5.4","7.2","8.9","Main","17.8","15.0"
"Matt Prater","BUF","K","9.0","9.0","9.0","9.0","9.0","Sunday","15.3","15.3"
"Cam Little","JAX","K","9.0","9.0","9.0","9.0","9.0","Main","15.4","15.4"
"Joshua Karty","LA","K","9.0","9.0","9.0","9.0","9.0","Main","15.4","15.4"
"Riley Patterson","MIA","K","9.0","9.0","9.0","9.0","9.0","Main","15.4","15.4"
"Kyle Pitts","ATL","TE","8.9","7.2","5.4","7.1","8.7","Main","17.6","14.8"
"Cade Otton","TB","TE","8.9","7.0","5.0","6.9","8.8","Main","17.4","14.4"
"Brandon McManus","GB","K","8.9","8.9","8.9","8.9","8.9","Main","15.2","15.2"
"Chris Boswell","PIT","K","8.9","8.9","8.9","8.9","8.9","Main","15.4","15.4"
"DEN DST","DEN","DST","8.9","8.9","8.9","8.9","8.9","Main","16.6","16.6"
"Jason Myers","SEA","K","8.8","8.8","8.8","8.8","8.8","Main","15.3","15.3"
"Hunter Henry","NE","TE","8.7","7.1","5.3","7.0","8.7","Main","17.3","14.7"
"Younghoe Koo","ATL","K","8.7","8.7","8.7","8.7","8.7","Main","15.2","15.2"
"Cameron Dicker","LAC","K","8.7","8.7","8.7","8.7","8.7","Friday","15.1","15.1"
"Zach Charbonnet","SEA","RB","8.6","7.5","6.4","7.4","8.5","Main","17.5","16.0"
"Andy Borregales","NE","K","8.6","8.6","8.6","8.6","8.6","Main","14.9","14.9"
"Demario Douglas","NE","WR","8.5","6.7","4.9","6.6","8.4","Main","17.1","14.4"
"Ryan Fitzgerald","CAR","K","8.5","8.5","8.5","8.5","8.5","Main","15.0","15.0"
"Cairo Santos","CHI","K","8.5","8.5","8.5","8.5","8.5","Monday","15.1","15.1"
"Ka'imi Fairbairn","HOU","K","8.5","8.5","8.5","8.5","8.5","Main","14.9","14.9"
"Jayden Reed","GB","WR","8.4","7.0","5.5","6.9","8.2","Main","18.0","15.8"
"Brandon Aubrey","DAL","K","8.4","8.4","8.4","8.4","8.4","Thursday","14.8","14.8"
"PIT DST","PIT","DST","8.4","8.4","8.4","8.4","8.4","Main","15.9","15.9"
"Daniel Carlson","LV","K","8.3","8.3","8.3","8.3","8.3","Main","14.7","14.7"
"Blake Grupe","NO","K","8.3","8.3","8.3","8.3","8.3","Main","14.9","14.9"
"Graham Gano","NYG","K","8.2","8.2","8.2","8.2","8.2","Main","14.6","14.6"
"Adam Thielen","MIN","WR","8.1","6.6","4.9","6.5","8.0","Monday","17.1","14.6"
"Rico Dowdle","CAR","RB","8.0","6.9","5.9","6.9","7.9","Main","16.5","15.0"
"Nick Folk","NYJ","K","8.0","8.0","8.0","8.0","8.0","Main","14.5","14.5"
"LA DST","LA","DST","8.0","8.0","8.0","8.0","8.0","Main","15.6","15.6"
"Brenton Strange","JAX","TE","7.9","6.2","4.6","6.2","7.8","Main","15.8","13.2"
"Tre Tucker","LV","WR","7.9","6.6","5.1","6.4","7.8","Main","16.8","14.6"
"Joshua Palmer","BUF","WR","7.8","6.5","5.0","6.3","7.6","Sunday","16.5","14.3"
"Jonnu Smith","PIT","TE","7.8","6.2","4.5","6.1","7.8","Main","15.5","12.9"
"Justice Hill","BAL","RB","7.6","6.1","4.7","6.1","7.5","Sunday","15.9","13.7"
"Chig Okonkwo","TEN","TE","7.6","5.9","4.1","5.8","7.6","Main","14.7","11.8"
"Joey Slye","TEN","K","7.6","7.6","7.6","7.6","7.6","Main","14.0","14.0"
"Andre Szmyt","CLE","K","7.5","7.5","7.5","7.5","7.5","Main","13.6","13.6"
"Quentin Johnston","LAC","WR","7.4","6.1","4.7","6.0","7.3","Friday","15.5","13.4"
"MIN DST","MIN","DST","7.4","7.4","7.4","7.4","7.4","Monday","14.6","14.6"
"Dalton Schultz","HOU","TE","7.3","5.7","4.2","5.7","7.2","Main","14.8","12.2"
"Tyler Higbee","LA","TE","7.3","5.8","4.2","5.7","7.3","Main","14.9","12.4"
"Malik Washington","MIA","WR","7.3","5.8","4.3","5.7","7.2","Main","15.3","13.0"
"Pat Freiermuth","PIT","TE","7.2","5.7","4.2","5.6","7.1","Main","14.5","12.1"
"KhaDarel Hodge","ATL","WR","7.0","5.7","4.3","5.6","6.9","Main","15.1","12.9"
"Ja'Tavion Sanders","CAR","TE","7.0","5.5","4.0","5.5","7.0","Main","14.3","11.8"
"Colston Loveland","CHI","TE","7.0","5.6","4.2","5.6","6.9","Monday","14.4","12.2"
"Troy Franklin","DEN","WR","7.0","5.7","4.4","5.7","6.9","Main","15.3","13.3"
"ARI DST","ARI","DST","7.0","7.0","7.0","7.0","7.0","Main","13.7","13.7"
"Mike Gesicki","CIN","TE","6.9","5.5","4.0","5.5","6.9","Main","14.4","12.0"
"Kareem Hunt","KC","RB","6.8","6.1","5.5","6.1","6.7","Friday","14.9","13.9"
"Jayden Higgins","HOU","WR","6.7","5.5","4.2","5.4","6.7","Main","14.7","12.6"
"Juwan Johnson","NO","TE","6.7","5.2","3.8","5.2","6.6","Main","13.7","11.3"
"Darius Slayton","NYG","WR","6.6","5.5","4.3","5.4","6.5","Main","14.7","12.8"
"AJ Barner","SEA","TE","6.6","5.1","3.7","5.1","6.6","Main","13.5","11.2"
"CIN DST","CIN","DST","6.6","6.6","6.6","6.6","6.6","Main","13.8","13.8"
"Theo Johnson","NYG","TE","6.5","5.1","3.7","5.1","6.5","Main","13.5","11.2"
"Tyler Lockett","TEN","WR","6.5","5.2","3.9","5.2","6.4","Main","13.9","11.8"
"WAS DST","WAS","DST","6.5","6.5","6.5","6.5","6.5","Main","13.0","13.0"
"Sterling Shepard","TB","WR","6.4","5.2","4.0","5.1","6.3","Main","14.2","12.2"
"NYJ DST","NYJ","DST","6.4","6.4","6.4","6.4","6.4","Main","13.2","13.2"
"Dont'e Thornton","LV","WR","6.3","5.2","4.0","5.1","6.2","Main","14.0","12.1"
"Tutu Atwell","LA","WR","6.3","5.3","4.1","5.2","6.2","Main","14.4","12.6"
"Josh Reynolds","NYJ","WR","6.3","5.2","4.0","5.1","6.2","Main","13.8","11.8"
"Dyami Brown","JAX","WR","6.2","5.0","3.7","4.9","6.1","Main","13.7","11.7"
"Braelon Allen","NYJ","RB","6.2","5.6","5.0","5.5","6.1","Main","13.2","12.3"
"Calvin Austin","PIT","WR","6.2","5.1","3.9","5.0","6.1","Main","13.8","11.9"
"JAX DST","JAX","DST","6.2","6.2","6.2","6.2","6.2","Main","12.9","12.9"
"Andrei Iosivas","CIN","WR","6.1","5.0","3.9","5.0","6.0","Main","13.9","12.1"
"Mason Taylor","NYJ","TE","6.1","4.8","3.6","4.8","6.1","Main","12.7","10.6"
"NE DST","NE","DST","6.1","6.1","6.1","6.1","6.1","Main","12.6","12.6"
"Tyler Allgeier","ATL","RB","6.0","5.6","5.2","5.6","5.9","Main","13.9","13.4"
"Harold Fannin","CLE","TE","5.9","4.7","3.5","4.7","5.8","Main","12.6","10.6"
"Kenneth Gainwell","PIT","RB","5.9","5.2","4.5","5.1","5.8","Main","12.5","11.4"
"Michael Wilson","ARI","WR","5.8","4.8","3.7","4.7","5.8","Main","13.3","11.5"
"Najee Harris","LAC","RB","5.8","5.4","5.0","5.4","5.7","Friday","13.4","12.7"
"Ollie Gordon","MIA","RB","5.8","5.4","5.0","5.4","5.8","Main","13.1","12.5"
"Brian Robinson","SF","RB","5.8","5.5","5.1","5.4","5.7","Main","13.5","13.0"
"LV DST","LV","DST","5.8","5.8","5.8","5.8","5.8","Main","12.4","12.4"
"SF DST","SF","DST","5.8","5.8","5.8","5.8","5.8","Main","12.2","12.2"
"Olamide Zaccheaus","CHI","WR","5.7","4.6","3.4","4.5","5.7","Monday","12.7","10.8"
"Alec Pierce","IND","WR","5.7","4.8","3.9","4.7","5.6","Main","13.6","12.0"
"Tory Horton","SEA","WR","5.7","4.7","3.6","4.6","5.6","Main","12.8","11.0"
"CHI DST","CHI","DST","5.7","5.7","5.7","5.7","5.7","Monday","12.3","12.3"
"PHI DST","PHI","DST","5.7","5.7","5.7","5.7","5.7","Thursday","12.1","12.1"
"Hunter Renfrow","CAR","WR","5.6","4.5","3.5","4.5","5.5","Main","12.7","10.9"
"Cam Skattebo","NYG","RB","5.6","4.9","4.3","4.9","5.5","Main","12.4","11.5"
"Noah Brown","WAS","WR","5.6","4.6","3.6","4.6","5.5","Main","12.9","11.2"
"Trey Benson","ARI","RB","5.5","5.1","4.7","5.1","5.4","Main","12.8","12.3"
"Kavontae Turpin","DAL","WR","5.5","4.5","3.5","4.5","5.5","Thursday","12.7","11.1"
"JuJu Smith-Schuster","KC","WR","5.5","4.4","3.3","4.4","5.5","Friday","12.2","10.4"
"Will Dissly","LAC","TE","5.5","4.3","3.0","4.3","5.5","Friday","11.6","9.5"
"Dameon Pierce","HOU","RB","5.4","4.9","4.4","4.9","5.3","Main","12.1","11.4"
"Julian Hill","MIA","TE","5.4","4.2","3.1","4.2","5.3","Main","11.8","9.9"
"Brandin Cooks","NO","WR","5.4","4.4","3.3","4.3","5.4","Main","12.2","10.4"
"Elic Ayomanor","TEN","WR","5.4","4.4","3.3","4.3","5.4","Main","12.0","10.2"
"HOU DST","HOU","DST","5.4","5.4","5.4","5.4","5.4","Main","12.1","12.1"
"KC DST","KC","DST","5.4","5.4","5.4","5.4","5.4","Friday","11.7","11.7"
"DeAndre Hopkins","BAL","WR","5.3","4.3","3.4","4.3","5.2","Sunday","12.7","11.0"
"Xavier Hutchinson","HOU","WR","5.3","4.3","3.2","4.2","5.2","Main","11.9","10.2"
"Noah Gray","KC","TE","5.3","4.2","3.1","4.2","5.3","Friday","11.6","9.7"
"MIA DST","MIA","DST","5.3","5.3","5.3","5.3","5.3","Main","11.8","11.8"
"Jaylin Noel","HOU","WR","5.2","4.2","3.2","4.2","5.2","Main","11.8","10.0"
"Tyler Conklin","LAC","TE","5.2","4.1","2.9","4.1","5.2","Friday","11.4","9.4"
"Ray Davis","BUF","RB","5.1","4.7","4.3","4.7","5.1","Sunday","12.3","11.7"
"Cole Kmet","CHI","TE","5.0","3.9","2.9","3.9","5.0","Monday","11.1","9.3"
"Dontayvion Wicks","GB","WR","5.0","4.2","3.2","4.1","5.0","Main","12.0","10.4"
"TB DST","TB","DST","5.0","5.0","5.0","5.0","5.0","Main","11.2","11.2"
"TEN DST","TEN","DST","5.0","5.0","5.0","5.0","5.0","Main","11.8","11.8"
"Jalen Tolbert","DAL","WR","4.9","4.0","3.0","3.9","4.8","Thursday","11.3","9.7"
"Kaleb Johnson","PIT","RB","4.9","4.6","4.3","4.6","4.8","Main","11.5","11.1"
"Blake Corum","LA","RB","4.8","4.3","4.0","4.3","4.7","Main","11.2","10.5"
"IND DST","IND","DST","4.8","4.8","4.8","4.8","4.8","Main","11.2","11.2"
"Ty Johnson","BUF","RB","4.6","3.9","3.3","3.9","4.6","Sunday","11.4","10.3"
"Samaje Perine","CIN","RB","4.6","3.8","3.1","3.8","4.6","Main","11.3","10.0"
"Kayshon Boutte","NE","WR","4.6","3.8","3.0","3.8","4.5","Main","11.5","10.1"
"Kendre Miller","NO","RB","4.6","4.3","3.9","4.2","4.6","Main","10.7","10.2"
"ATL DST","ATL","DST","4.6","4.6","4.6","4.6","4.6","Main","10.9","10.9"
"SEA DST","SEA","DST","4.6","4.6","4.6","4.6","4.6","Main","10.7","10.7"
"Adonai Mitchell","IND","WR","4.5","3.7","2.9","3.7","4.4","Main","11.1","9.7"
"Nick Westbrook-Ikhine","MIA","WR","4.5","3.7","2.9","3.7","4.4","Main","11.0","9.6"
"Miles Sanders","DAL","RB","4.4","4.0","3.5","3.9","4.4","Thursday","10.5","9.7"
"Cade Stover","HOU","TE","4.4","3.5","2.5","3.5","4.4","Main","10.1","8.4"
"NYG DST","NYG","DST","4.4","4.4","4.4","4.4","4.4","Main","10.5","10.5"
"Michael Mayer","LV","TE","4.3","3.4","2.4","3.4","4.3","Main","10.0","8.3"
"Zay Jones","ARI","WR","4.2","3.4","2.6","3.4","4.1","Main","10.4","9.0"
"Jalen Nailor","MIN","WR","4.2","3.5","2.7","3.5","4.2","Monday","10.6","9.3"
"Will Shipley","PHI","RB","4.2","3.8","3.3","3.8","4.2","Thursday","11.3","10.6"
"CAR DST","CAR","DST","4.2","4.2","4.2","4.2","4.2","Main","10.3","10.3"
"GB DST","GB","DST","4.2","4.2","4.2","4.2","4.2","Main","10.0","10.0"
"LAC DST","LAC","DST","4.2","4.2","4.2","4.2","4.2","Friday","10.2","10.2"
"Jamari Thrash","CLE","WR","4.1","3.4","2.6","3.4","4.1","Main","10.1","8.7"
"Zamir White","LV","RB","4.1","3.6","3.1","3.6","4.1","Main","10.1","9.3"
