"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"Tyrone Tracy","NYG","RB","14.3","12.6","10.8","12.3","13.8","Main","24.9","22.8"
"Chuba Hubbard","CAR","RB","14.2","12.9","11.1","12.3","13.5","Main","25.3","23.7"
"Tetairoa McMillan","CAR","WR","13.9","11.4","8.3","10.9","13.4","Main","26.0","22.3"
"Jaylen Warren","PIT","RB","13.9","12.6","11.0","12.2","13.4","Main","25.2","23.5"
"Marvin Harrison","ARI","WR","13.8","11.6","8.9","11.1","13.3","Main","26.5","23.1"
"Sam Darnold","SEA","QB","13.6","13.4","13.1","13.1","13.1","Main","22.2","22.2"
"DJ Moore","CHI","WR","13.5","11.1","8.4","10.7","13.1","Main","25.2","21.8"
"Calvin Ridley","TEN","WR","13.5","11.2","8.3","10.7","13.1","Main","25.0","21.5"
"D'Andre Swift","CHI","RB","13.4","11.9","10.4","11.7","13.0","Main","23.8","22.0"
"George Pickens","DAL","WR","13.4","11.3","8.8","10.8","12.8","Main","26.2","23.0"
"Chris Olave","NO","WR","13.3","10.7","7.7","10.3","12.8","Main","24.5","20.8"
"Emeka Egbuka","TB","WR","13.2","10.9","8.2","10.5","12.8","Monday","25.2","21.8"
"David Montgomery","DET","RB","13.1","12.0","10.7","11.7","12.7","Main","24.6","23.2"
"Ricky Pearsall","SF","WR","13.1","10.9","8.2","10.4","12.6","Main","25.2","21.8"
"Cameron Ward","TEN","QB","13.1","12.8","12.5","12.5","12.5","Main","21.5","21.4"
"Jameson Williams","DET","WR","12.9","10.9","8.5","10.5","12.4","Main","25.8","22.7"
"Travis Kelce","KC","TE","12.9","10.2","7.2","9.9","12.6","Main","23.3","19.2"
"Rome Odunze","CHI","WR","12.7","10.6","8.1","10.2","12.3","Main","24.3","21.1"
"Brock Bowers","LV","TE","12.7","10.1","7.2","9.8","12.4","Monday","23.2","19.3"
"Jaylen Waddle","MIA","WR","12.6","10.3","7.6","9.9","12.2","Main","24.3","20.9"
"Jerry Jeudy","CLE","WR","12.5","10.2","7.5","9.8","12.0","Main","23.5","20.1"
"Kenneth Walker","SEA","RB","12.3","10.9","9.4","10.7","11.9","Main","22.6","20.8"
"Aaron Jones","MIN","RB","12.2","10.6","9.0","10.5","12.0","Sunday","23.4","21.2"
"Sam LaPorta","DET","TE","12.1","9.8","7.3","9.6","11.8","Main","22.7","19.3"
"Deebo Samuel","WAS","WR","12.1","10.0","7.5","9.6","11.8","Thursday","23.6","20.3"
"Travis Hunter","JAX","WR","12.0","9.7","7.1","9.4","11.7","Main","22.9","19.5"
"JK Dobbins","DEN","RB","11.9","10.9","9.6","10.6","11.5","Main","22.0","20.6"
"Jordan Mason","MIN","RB","11.9","11.2","10.2","10.8","11.4","Sunday","22.6","21.8"
"Terry McLaurin","WAS","WR","11.8","9.7","7.3","9.4","11.4","Thursday","22.9","19.8"
"Tyler Warren","IND","TE","11.7","9.3","6.9","9.2","11.5","Main","21.6","18.1"
"Tucker Kraft","GB","TE","11.5","9.4","7.2","9.2","11.2","Thursday","21.9","18.7"
"Zach Charbonnet","SEA","RB","11.5","10.3","9.1","10.1","11.1","Main","21.6","20.1"
"Mark Andrews","BAL","TE","11.3","9.5","7.5","9.3","11.1","Main","21.8","19.0"
"Michael Pittman","IND","WR","11.3","8.9","6.4","8.7","11.0","Main","21.5","17.9"
"TreVeyon Henderson","NE","RB","11.3","9.7","8.1","9.6","11.1","Main","21.5","19.3"
"Khalil Shakir","BUF","WR","11.2","9.0","6.6","8.7","10.9","Main","21.6","18.3"
"Nick Chubb","HOU","RB","11.2","10.4","9.5","10.2","10.9","Monday","21.0","20.0"
"Rashid Shaheed","NO","WR","11.2","9.3","7.1","9.0","11.0","Main","21.8","18.8"
"Keon Coleman","BUF","WR","11.1","9.3","7.3","9.0","10.7","Main","22.4","19.7"
"Dylan Sampson","CLE","RB","11.1","9.4","7.7","9.3","11.0","Main","20.1","17.7"
"Romeo Doubs","GB","WR","10.9","9.0","7.0","8.8","10.6","Thursday","21.9","19.0"
"Darnell Mooney","ATL","WR","10.8","8.9","6.6","8.6","10.5","Sunday","21.5","18.5"
"David Njoku","CLE","TE","10.7","8.3","5.8","8.2","10.6","Main","19.4","15.8"
"Kenneth Gainwell","PIT","RB","10.7","9.1","7.5","9.0","10.5","Main","20.5","18.2"
"Jayden Reed","GB","WR","10.5","8.8","6.9","8.6","10.2","Thursday","21.6","18.9"
"Cedric Tillman","CLE","WR","10.4","8.4","6.2","8.2","10.2","Main","20.1","17.1"
"Quentin Johnston","LAC","WR","10.4","8.6","6.6","8.4","10.1","Monday","21.0","18.2"
"Austin Ekeler","WAS","RB","10.3","8.7","7.1","8.6","10.2","Thursday","20.2","17.8"
"TJ Hockenson","MIN","TE","10.1","8.1","6.0","8.0","9.9","Sunday","19.5","16.4"
"Stefon Diggs","NE","WR","10.1","8.1","5.9","7.9","9.9","Main","19.8","16.7"
"Rashod Bateman","BAL","WR","10.0","8.6","6.8","8.3","9.8","Main","21.5","19.1"
"Josh Downs","IND","WR","10.0","7.9","5.6","7.7","9.8","Main","19.4","16.1"
"Isiah Pacheco","KC","RB","9.8","8.6","7.4","8.5","9.6","Main","19.3","17.6"
"Harold Fannin","CLE","TE","9.7","7.6","5.5","7.5","9.6","Main","18.0","14.8"
"Zach Ertz","WAS","TE","9.7","7.7","5.7","7.6","9.6","Thursday","18.4","15.4"
"Brandon Aubrey","DAL","K","9.7","9.7","9.7","9.7","9.7","Main","16.4","16.4"
"Jake Bates","DET","K","9.7","9.7","9.7","9.7","9.7","Main","16.1","16.1"
"Jake Ferguson","DAL","TE","9.6","7.4","5.2","7.4","9.5","Main","18.3","15.0"
"Tyler Loop","BAL","K","9.6","9.6","9.6","9.6","9.6","Main","16.0","16.0"
"Matt Prater","BUF","K","9.6","9.6","9.6","9.6","9.6","Main","16.1","16.1"
"Rhamondre Stevenson","NE","RB","9.5","8.3","7.2","8.2","9.3","Main","18.5","16.8"
"Wan'Dale Robinson","NYG","WR","9.5","7.4","5.2","7.3","9.4","Main","18.4","15.2"
"Cameron Dicker","LAC","K","9.5","9.5","9.5","9.5","9.5","Monday","16.0","16.0"
"Kayshon Boutte","NE","WR","9.4","7.8","6.0","7.6","9.1","Main","19.1","16.5"
"Evan McPherson","CIN","K","9.4","9.4","9.4","9.4","9.4","Main","15.7","15.7"
"Hunter Henry","NE","TE","9.3","7.4","5.5","7.3","9.2","Main","17.8","14.9"
"Wil Lutz","DEN","K","9.3","9.3","9.3","9.3","9.3","Main","15.9","15.9"
"Jake Elliott","PHI","K","9.3","9.3","9.3","9.3","9.3","Main","15.8","15.8"
"Calvin Austin","PIT","WR","9.2","7.6","5.8","7.4","8.9","Main","18.9","16.4"
"Jauan Jennings","SF","WR","9.2","7.5","5.6","7.3","9.0","Main","18.7","15.9"
"Chris Boswell","PIT","K","9.2","9.2","9.2","9.2","9.2","Main","15.8","15.8"
"Will Reichard","MIN","K","9.1","9.1","9.1","9.1","9.1","Sunday","15.5","15.5"
"Chase McLaughlin","TB","K","9.1","9.1","9.1","9.1","9.1","Monday","15.7","15.7"
"Dalton Schultz","HOU","TE","9.0","7.2","5.3","7.1","8.9","Monday","17.6","14.7"
"Ka'imi Fairbairn","HOU","K","9.0","9.0","9.0","9.0","9.0","Monday","15.4","15.4"
"Harrison Butker","KC","K","9.0","9.0","9.0","9.0","9.0","Main","15.4","15.4"
"Joshua Karty","LA","K","9.0","9.0","9.0","9.0","9.0","Main","15.6","15.6"
"Graham Gano","NYG","K","9.0","9.0","9.0","9.0","9.0","Main","15.7","15.7"
"Matt Gay","WAS","K","9.0","9.0","9.0","9.0","9.0","Thursday","15.4","15.4"
"Xavier Legette","CAR","WR","8.9","7.2","5.4","7.1","8.7","Main","18.0","15.5"
"Kareem Hunt","KC","RB","8.9","7.9","6.8","7.8","8.8","Main","18.2","16.6"
"Chad Ryland","ARI","K","8.9","8.9","8.9","8.9","8.9","Main","15.2","15.2"
"Parker Romo","ATL","K","8.9","8.9","8.9","8.9","8.9","Sunday","15.5","15.5"
"Spencer Shrader","IND","K","8.9","8.9","8.9","8.9","8.9","Main","15.5","15.5"
"Jacory Croskey-Merritt","WAS","RB","8.8","8.3","7.7","8.1","8.6","Thursday","17.7","17.0"
"Brandon McManus","GB","K","8.8","8.8","8.8","8.8","8.8","Thursday","15.0","15.0"
"Eddy Piñeiro","SF","K","8.8","8.8","8.8","8.8","8.8","Main","15.2","15.2"
"Tre Tucker","LV","WR","8.7","7.2","5.7","7.1","8.5","Monday","18.2","15.9"
"Juwan Johnson","NO","TE","8.7","6.9","4.9","6.8","8.7","Main","16.9","13.9"
"Joshua Palmer","BUF","WR","8.6","7.2","5.6","7.0","8.4","Main","18.1","15.8"
"Jonnu Smith","PIT","TE","8.6","6.7","4.8","6.7","8.5","Main","16.5","13.6"
"Cam Little","JAX","K","8.6","8.6","8.6","8.6","8.6","Main","15.0","15.0"
"Jason Myers","SEA","K","8.6","8.6","8.6","8.6","8.6","Main","15.1","15.1"
"Trey Benson","ARI","RB","8.5","7.7","6.9","7.6","8.3","Main","17.9","16.8"
"Daniel Carlson","LV","K","8.5","8.5","8.5","8.5","8.5","Monday","14.9","14.9"
"LA DST","LA","DST","8.5","8.5","8.5","8.5","8.5","Main","16.0","16.0"
"Marvin Mims","DEN","WR","8.4","6.8","5.1","6.7","8.2","Main","17.2","14.7"
"Brenton Strange","JAX","TE","8.4","6.6","4.7","6.5","8.3","Main","16.4","13.5"
"Cooper Kupp","SEA","WR","8.4","6.7","4.9","6.6","8.2","Main","16.8","14.1"
"Cairo Santos","CHI","K","8.4","8.4","8.4","8.4","8.4","Main","14.9","14.9"
"Kyle Pitts","ATL","TE","8.3","6.6","4.9","6.5","8.2","Sunday","16.6","13.8"
"Dyami Brown","JAX","WR","8.3","6.8","5.2","6.7","8.1","Main","17.3","15.0"
"Dalton Kincaid","BUF","TE","8.2","6.5","4.7","6.4","8.1","Main","16.3","13.6"
"Nick Folk","NYJ","K","8.2","8.2","8.2","8.2","8.2","Main","14.6","14.6"
"Troy Franklin","DEN","WR","8.1","6.6","4.9","6.5","8.0","Main","16.9","14.4"
"Matthew Golden","GB","WR","8.1","6.7","5.1","6.5","8.0","Thursday","17.6","15.3"
"JuJu Smith-Schuster","KC","WR","8.1","6.5","4.8","6.4","8.0","Main","16.6","14.1"
"Elic Ayomanor","TEN","WR","8.1","6.5","4.9","6.4","7.9","Main","16.5","14.0"
"Demario Douglas","NE","WR","8.0","6.3","4.5","6.2","7.9","Main","16.1","13.5"
"Cade Otton","TB","TE","8.0","6.3","4.5","6.2","8.0","Monday","16.0","13.1"
"Blake Grupe","NO","K","8.0","8.0","8.0","8.0","8.0","Main","14.4","14.4"
"Evan Engram","DEN","TE","7.9","6.2","4.4","6.1","7.9","Main","15.5","12.7"
"Tyquan Thornton","KC","WR","7.9","6.6","5.2","6.4","7.7","Main","16.9","14.7"
"RJ Harvey","DEN","RB","7.8","6.8","5.8","6.7","7.7","Main","16.2","14.7"
"Chig Okonkwo","TEN","TE","7.8","6.0","4.1","5.9","7.7","Main","15.1","12.2"
"Andy Borregales","NE","K","7.8","7.8","7.8","7.8","7.8","Main","13.9","13.9"
"BAL DST","BAL","DST","7.8","7.8","7.8","7.8","7.8","Main","15.2","15.2"
"Ryan Fitzgerald","CAR","K","7.7","7.7","7.7","7.7","7.7","Main","13.9","13.9"
"Riley Patterson","MIA","K","7.7","7.7","7.7","7.7","7.7","Main","13.8","13.8"
"Justice Hill","BAL","RB","7.6","6.3","5.1","6.3","7.5","Main","16.7","14.8"
"Malik Washington","MIA","WR","7.6","6.1","4.5","6.0","7.5","Main","15.8","13.4"
"Pat Freiermuth","PIT","TE","7.6","6.1","4.5","6.0","7.5","Main","15.2","12.7"
"Hunter Renfrow","CAR","WR","7.5","5.9","4.3","5.9","7.4","Main","15.5","12.9"
"Andre Szmyt","CLE","K","7.5","7.5","7.5","7.5","7.5","Main","13.9","13.9"
"Joey Slye","TEN","K","7.5","7.5","7.5","7.5","7.5","Main","13.8","13.8"
"MIA DST","MIA","DST","7.4","7.4","7.4","7.4","7.4","Main","14.5","14.5"
"Jalen Nailor","MIN","WR","7.3","6.1","4.7","6.0","7.2","Sunday","15.8","13.7"
"SF DST","SF","DST","7.3","7.3","7.3","7.3","7.3","Main","14.4","14.4"
"Dont'e Thornton","LV","WR","7.2","5.9","4.6","5.8","7.1","Monday","15.6","13.5"
"Ray-Ray McCloud","ATL","WR","6.9","5.5","4.1","5.4","6.8","Sunday","14.7","12.5"
"Jerome Ford","CLE","RB","6.8","5.6","4.4","5.6","6.8","Main","13.9","12.0"
"LAC DST","LAC","DST","6.8","6.8","6.8","6.8","6.8","Monday","13.9","13.9"
"Michael Mayer","LV","TE","6.7","5.3","3.8","5.3","6.7","Monday","13.9","11.5"
"Sterling Shepard","TB","WR","6.7","5.4","4.1","5.4","6.6","Monday","14.6","12.5"
"ARI DST","ARI","DST","6.7","6.7","6.7","6.7","6.7","Main","13.4","13.4"
"TB DST","TB","DST","6.7","6.7","6.7","6.7","6.7","Monday","13.8","13.8"
"DAL DST","DAL","DST","6.5","6.5","6.5","6.5","6.5","Main","13.1","13.1"
"DEN DST","DEN","DST","6.5","6.5","6.5","6.5","6.5","Main","13.5","13.5"
"PIT DST","PIT","DST","6.5","6.5","6.5","6.5","6.5","Main","13.2","13.2"
"Michael Wilson","ARI","WR","6.4","5.3","4.1","5.2","6.4","Main","14.4","12.4"
"Theo Johnson","NYG","TE","6.4","5.1","3.7","5.0","6.4","Main","13.5","11.2"
"DET DST","DET","DST","6.4","6.4","6.4","6.4","6.4","Main","12.9","12.9"
"Rico Dowdle","CAR","RB","6.3","5.4","4.4","5.4","6.3","Main","13.7","12.3"
"Will Dissly","LAC","TE","6.3","4.9","3.6","4.9","6.2","Monday","13.2","10.9"
"Tyler Allgeier","ATL","RB","6.2","5.9","5.5","5.8","6.1","Sunday","14.4","14.0"
"Kavontae Turpin","DAL","WR","6.2","5.2","4.2","5.2","6.2","Main","14.3","12.7"
"DeAndre Hopkins","BAL","WR","6.1","5.1","4.1","5.0","6.0","Main","14.6","12.9"
"Olamide Zaccheaus","CHI","WR","6.1","4.9","3.6","4.8","6.1","Main","13.3","11.3"
"Cole Kmet","CHI","TE","6.1","4.8","3.5","4.8","6.1","Main","12.8","10.7"
"Jayden Higgins","HOU","WR","6.1","5.0","3.8","4.9","6.0","Monday","13.7","11.8"
"Adam Thielen","MIN","WR","6.1","4.9","3.7","4.9","6.0","Sunday","13.6","11.7"
"Darius Slayton","NYG","WR","6.1","5.1","4.0","5.0","6.0","Main","13.8","12.0"
"Noah Fant","CIN","TE","6.0","4.7","3.4","4.7","6.0","Main","12.7","10.5"
"Tyler Higbee","LA","TE","6.0","4.7","3.4","4.7","5.9","Main","12.7","10.6"
"Grant Calcaterra","PHI","TE","6.0","4.7","3.3","4.6","5.9","Main","12.6","10.4"
"NE DST","NE","DST","6.0","6.0","6.0","6.0","6.0","Main","12.9","12.9"
"BUF DST","BUF","DST","5.9","5.9","5.9","5.9","5.9","Main","12.4","12.4"
"Andrei Iosivas","CIN","WR","5.8","4.8","3.7","4.7","5.8","Main","13.5","11.7"
"Brian Robinson","SF","RB","5.8","5.4","5.0","5.3","5.7","Main","13.2","12.6"
"HOU DST","HOU","DST","5.8","5.8","5.8","5.8","5.8","Monday","12.5","12.5"
"Ja'Tavion Sanders","CAR","TE","5.7","4.4","3.2","4.4","5.6","Main","12.1","10.0"
"Xavier Hutchinson","HOU","WR","5.7","4.7","3.6","4.6","5.6","Monday","13.0","11.3"
"AJ Barner","SEA","TE","5.7","4.5","3.3","4.5","5.7","Main","11.8","9.7"
"GB DST","GB","DST","5.7","5.7","5.7","5.7","5.7","Thursday","12.0","12.0"
"NO DST","NO","DST","5.7","5.7","5.7","5.7","5.7","Main","12.5","12.5"
"Colston Loveland","CHI","TE","5.6","4.5","3.4","4.5","5.6","Main","12.3","10.4"
"Mike Gesicki","CIN","TE","5.6","4.4","3.2","4.4","5.6","Main","12.2","10.2"
"Dontayvion Wicks","GB","WR","5.6","4.6","3.6","4.6","5.6","Thursday","13.1","11.3"
"Noah Gray","KC","TE","5.6","4.5","3.3","4.4","5.6","Main","12.2","10.2"
"SEA DST","SEA","DST","5.6","5.6","5.6","5.6","5.6","Main","12.2","12.2"
"Alec Pierce","IND","WR","5.5","4.7","3.7","4.6","5.4","Main","13.0","11.4"
"Tutu Atwell","LA","WR","5.4","4.5","3.5","4.4","5.4","Main","12.9","11.3"
"Noah Brown","WAS","WR","5.4","4.4","3.4","4.4","5.4","Thursday","12.5","10.7"
"Rachaad White","TB","RB","5.3","4.6","3.8","4.6","5.3","Monday","12.3","11.1"
"IND DST","IND","DST","5.3","5.3","5.3","5.3","5.3","Main","11.9","11.9"
"Samaje Perine","CIN","RB","5.2","4.2","3.3","4.2","5.2","Main","12.3","10.8"
"Tyler Johnson","NYJ","WR","5.2","4.2","3.1","4.1","5.2","Main","11.9","10.0"
"MIN DST","MIN","DST","5.2","5.2","5.2","5.2","5.2","Sunday","11.4","11.4"
"Jake Tonges","SF","TE","5.1","4.1","3.0","4.1","5.1","Main","11.4","9.6"
"CIN DST","CIN","DST","5.1","5.1","5.1","5.1","5.1","Main","11.5","11.5"
"Ray Davis","BUF","RB","5.0","4.6","4.2","4.5","4.9","Main","12.3","11.7"
"Brandin Cooks","NO","WR","4.9","3.9","2.9","3.9","4.8","Main","11.3","9.6"
"TEN DST","TEN","DST","4.9","4.9","4.9","4.9","4.9","Main","11.4","11.4"
"LV DST","LV","DST","4.8","4.8","4.8","4.8","4.8","Monday","11.3","11.3"
"PHI DST","PHI","DST","4.8","4.8","4.8","4.8","4.8","Main","10.9","10.9"
"Najee Harris","LAC","RB","4.7","4.1","3.6","4.1","4.6","Monday","11.5","10.7"
"Mason Taylor","NYJ","TE","4.7","3.7","2.8","3.7","4.7","Main","10.6","8.9"
"Tyler Lockett","TEN","WR","4.7","3.8","2.8","3.8","4.7","Main","11.0","9.3"
"ATL DST","ATL","DST","4.7","4.7","4.7","4.7","4.7","Sunday","10.9","10.9"
"Jalen Tolbert","DAL","WR","4.6","3.7","2.9","3.7","4.5","Main","11.2","9.7"
"Tanner Conner","MIA","TE","4.5","3.5","2.6","3.5","4.4","Main","10.3","8.7"
"Ty Johnson","BUF","RB","4.4","3.8","3.2","3.8","4.4","Main","11.1","10.1"
"Miles Sanders","DAL","RB","4.4","4.1","3.7","4.0","4.4","Main","10.9","10.4"
"Braelon Allen","NYJ","RB","4.4","4.1","3.7","4.0","4.4","Main","10.8","10.3"
"KC DST","KC","DST","4.4","4.4","4.4","4.4","4.4","Main","10.4","10.4"
"Zay Jones","ARI","WR","4.2","3.4","2.6","3.4","4.2","Main","10.4","9.0"
"Bhayshul Tuten","JAX","RB","4.2","3.9","3.7","3.9","4.2","Main","10.8","10.3"
"Ollie Gordon","MIA","RB","4.2","3.9","3.7","3.9","4.1","Main","10.5","10.2"
"JAX DST","JAX","DST","4.1","4.1","4.1","4.1","4.1","Main","10.2","10.2"
"Kalif Raymond","DET","WR","4.0","3.3","2.5","3.3","4.0","Main","10.2","8.9"
"Justin Watson","HOU","WR","4.0","3.3","2.6","3.3","4.0","Monday","10.1","8.8"
"CAR DST","CAR","DST","3.9","3.9","3.9","3.9","3.9","Main","9.7","9.7"
"NYG DST","NYG","DST","3.9","3.9","3.9","3.9","3.9","Main","9.7","9.7"
"Chris Brooks","GB","RB","3.8","3.4","3.0","3.4","3.8","Thursday","9.9","9.2"
"Allen Lazard","NYJ","WR","3.8","3.2","2.5","3.1","3.8","Main","9.9","8.6"
"Tory Horton","SEA","WR","3.8","3.1","2.4","3.1","3.8","Main","9.6","8.1"
"Adonai Mitchell","IND","WR","3.6","3.0","2.3","2.9","3.6","Main","9.3","8.1"
"Kendre Miller","NO","RB","3.6","3.4","3.3","3.4","3.5","Main","9.2","9.0"
"Dawson Knox","BUF","TE","3.5","2.8","2.1","2.8","3.5","Main","8.9","7.6"
"Tyler Conklin","LAC","TE","3.5","2.8","2.1","2.8","3.5","Monday","8.6","7.2"
"Cam Skattebo","NYG","RB","3.5","3.1","2.6","3.1","3.5","Main","9.2","8.4"
"Quinshon Judkins","CLE","RB","3.4","3.2","3.0","3.2","3.3","Main","8.4","8.1"
